titulo,preco,area,quartos,banheiros,garagem,endereco,UF,cidade,tipo_imovel
Casa de condomínio com 3 Quartos à Venda com 220m²,1840000.0,220,3,6,2,"Parque Brasil 500, Paulínia - SP",SP,Paulínia,Casa
Casa com 2 Quartos à Venda com 200m²,850000.0,200,2,1,4,"Vila America, São Bernardo do Campo - SP",SP,São Bernardo do Campo,Casa
Apartamento com 2 Quartos à Venda com 59m²,250000.0,59,2,1,1,"Parque Boturussu, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 170m²,2450000.0,170,3,5,3,"Cidade Monções, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 228m²,1300000.0,228,3,2,4,"Alto da Mooca, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 3 Quartos à Venda com 78m²,657200.0,78,3,2,2,"Rudge Ramos, São Bernardo do Campo - SP",SP,São Bernardo do Campo,Apartamento
Apartamento com 2 Quartos à Venda com 82m²,479000.0,82,2,2,2,"Rudge Ramos, São Bernardo do Campo - SP",SP,São Bernardo do Campo,Apartamento
Apartamento com 2 Quartos à Venda com 55m²,375000.0,55,2,2,1,"Rua Horácio Cahu, 61 - Torre, Recife - PE",PE,Recife,Apartamento
Casa de condomínio com 3 Quartos à Venda com 119m²,699000.0,119,3,1,1,"Condomínio Residencial Horto III, 1 - Horto Florestal, Sorocaba - SP",SP,Sorocaba,Casa
Apartamento com 2 Quartos à Venda com 66m²,1399000.0,66,2,2,1,"Rua Kansas, 1700 - Brooklin, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 80m²,285000.0,80,2,3,1,"Rua Fausto do Amaral, 23 - Olaria, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 132m²,1670000.0,132,3,5,2,"Rua Hungara, 249 - Lapa, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 170m²,2650000.0,170,3,4,2,"Rua João Moura, 680 - Jardim Paulista, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com Quarto à Venda com 51m²,760000.0,51,1,1,1,"Rua dos Atuns, 84 - Jardim Aquarius, São José dos Campos - SP",SP,São José dos Campos,Apartamento
Casa com 4 Quartos à Venda com 869m²,8740000.0,869,4,5,10,"Rua Reverendo Miguel Rizzo Júnior, 145 - Jardim Morumbi, São Paulo - SP",SP,São Paulo,Casa
Apartamento com Quarto à Venda com 25m²,435000.0,25,1,1,0,"Rua Teodoro Sampaio, 316 - Pinheiros, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com Quarto à Venda com 55m²,825000.0,55,1,1,1,"Rua Doutor Paschoal Imperatriz, 105 - Vila Gertrudes, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 164m²,1500000.0,164,3,4,1,"Rua dos Ingleses, 446 - Morro dos Ingleses, São Paulo - SP",SP,São Paulo,Apartamento
Casa de condomínio com 5 Quartos à Venda com 300m²,1500000.0,300,5,2,4,"Rua João Batista Correa de Oliveira, 8 - Parque Esplanada , Votorantim - SP",SP,Votorantim,Casa
Casa com 3 Quartos à Venda com 115m²,515000.0,115,3,2,2,"Rua Doutora Margarida Aparecida Petri Sanches, 1 - Residencial Horto Florestal Villagio, Sorocaba - SP",SP,Sorocaba,Casa
Apartamento com 2 Quartos à Venda com 65m²,575000.0,65,2,2,1,"Avenida Santo Albano, 848 - Vila Vera, São Paulo - SP",SP,São Paulo,Apartamento
Casa de condomínio com 4 Quartos à Venda com 350m²,2600000.0,350,4,5,3,"Bonfim Paulista, Ribeirão Preto - SP",SP,Ribeirão Preto,Casa
Casa com 6 Quartos à Venda com 264m²,1595000.0,264,6,6,2,"Rua Dom Luís Felipe de Orleans, 79 - Vila Maria, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 4 Quartos à Venda com 285m²,2650000.0,285,4,3,2,"Rua Itacolomi, 538 - Consolação, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 4 Quartos à Venda com 250m²,2750000.0,250,4,6,4,"Alameda dos Aicás, 429269 - Moema, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 4 Quartos à Venda com 170m²,950000.0,170,4,4,2,"Rua Sorocotuba, 53 - Morro Sorocotuba, Guarujá - SP",SP,Guarujá,Apartamento
Casa de condomínio com 3 Quartos à Venda com 330m²,2350000.0,330,3,4,4,"Rua Benedicto Lopes, 28 - Parque das Quaresmeiras, Campinas - SP",SP,Campinas,Casa
Casa de condomínio com 3 Quartos à Venda com 350m²,2550000.0,350,3,5,6,"Rua Sinésio Martins Neto, 315034 - Conjunto Residencial Esplanada do Sol, São José dos Campos - SP",SP,São José dos Campos,Casa
Casa com Quarto à Venda com 160m²,1391000.0,160,1,2,2,"Rua Artur de Azevedo, 243 - Cerqueira César, São Paulo - SP",SP,São Paulo,Casa
Casa com 3 Quartos à Venda com 183m²,940000.0,183,3,3,2,"Rua Colônia da Glória, 133 - Jardim da Glória, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 3 Quartos à Venda com 394m²,10300000.0,394,3,5,5,"Avenida Nove de Julho, 1232 - Jardim Paulista, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 220m²,790000.0,220,3,2,3,"Rua Nossa Senhora do Monte Serrat, 861 - Vila Sônia, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 4 Quartos à Venda com 244m²,1600000.0,244,4,4,2,"Rua Quintino Bocaiúva, 313 - Pitangueiras, Guarujá - SP",SP,Guarujá,Apartamento
Apartamento com 3 Quartos à Venda com 107m²,1299000.0,107,3,1,2,"Praça Xavier da Silveira, 180 - Vila Lucia Elvira, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 150m²,899000.0,150,3,4,3,"Rua RM 5, 1 - Residencial Marília, Senador Canedo - GO",GO,Senador Canedo,Casa
Casa de condomínio com 5 Quartos à Venda com 470m²,4950000.0,470,5,8,6,"Avenida Araçá, 280 - Loteamento Alphaville Campinas, Campinas - SP",SP,Campinas,Casa
Apartamento com 3 Quartos à Venda com 110m²,1890000.0,110,3,3,2,"Rua Guimarães Rosa, 203 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 96m²,495000.0,96,3,2,1,"Avenida Engenheiro Francisco José Longo, 355535 - Jardim São Dimas, São José dos Campos - SP",SP,São José dos Campos,Apartamento
Apartamento com 3 Quartos à Venda com 177m²,3190000.0,177,3,4,3,"Rua Gaivota, 560135 - Moema, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 130m²,1500000.0,130,3,4,2,"Rua Adele, 119 - Chácara Santo Antônio Zona Sul, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 97m²,2165000.0,97,3,3,2,"Rua Horácio Lane, 59 - Pinheiros, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 4 Quartos à Venda com 200m²,2850000.0,200,4,5,4,"Rua Inhambú, 5102333 - Moema, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 4 Quartos à Venda com 331m²,2900000.0,331,4,6,4,"Avenida Pedro Álvares Cabral, 264 - Umarizal, Belém - PA",PA,Belém,Apartamento
Apartamento com 3 Quartos à Venda com 140m²,450000.0,140,3,2,1,"Avenida Praiana, 9668 - Praia do Morro, Guarapari - ES",ES,Guarapari,Apartamento
Apartamento com 2 Quartos à Venda com 52m²,216000.0,52,2,1,1,"Rua Patrícia Rodrigues Fontes, 605 - Jardim Marajo, São José do Rio Preto - SP",SP,São José do Rio Preto,Apartamento
Apartamento com 2 Quartos à Venda com 45m²,265000.0,45,2,1,1,"Rua Projetada, 800 - Cohama, São Luís - MA",MA,São Luís,Apartamento
Apartamento com 2 Quartos à Venda com 89m²,920000.0,89,2,2,1,"Avenida Beira Mar, 2698 - Praia do Morro, Guarapari - ES",ES,Guarapari,Apartamento
Apartamento com 2 Quartos à Venda com 70m²,400000.0,70,2,2,1,"Avenida Praiana, 8761 - Praia do Morro, Guarapari - ES",ES,Guarapari,Apartamento
Apartamento com 2 Quartos à Venda com 83m²,200000.0,83,2,1,0,"Rua Doutor Sílvio, 36 - Centro, Nilópolis - RJ",RJ,Nilópolis,Apartamento
Apartamento com 2 Quartos à Venda com 70m²,350000.0,70,2,2,1,"Avenida Rio Madeira, 15 - Nossa Senhora das Graças, Manaus - AM",AM,Manaus,Apartamento
Apartamento com 2 Quartos à Venda com 52m²,270000.0,52,2,1,1,"Rua Santa Edwiges, 50 - Manguinhos, Serra - ES",ES,Serra,Apartamento
Apartamento com 3 Quartos à Venda com 157m²,1550000.0,157,3,5,2,"Travessa Mauriti, 2951 - Marco, Belém - PA",PA,Belém,Apartamento
Apartamento com 2 Quartos à Venda com 49m²,340000.0,49,2,1,0,"Estrada Velha Pimenta, 34 - Alto do Calhau, São Luís - MA",MA,São Luís,Apartamento
Apartamento com 2 Quartos à Venda com 40m²,195000.0,40,2,1,1,"Rua Omar Cardoso, 9 - Alcântara, São Gonçalo - RJ",RJ,São Gonçalo,Apartamento
Apartamento com 3 Quartos à Venda com 105m²,580000.0,105,3,3,1,"Rua Maye Bell Taylor, 45 - Luzia, Aracaju - SE",SE,Aracaju,Apartamento
Apartamento com 2 Quartos à Venda com 62m²,670000.0,62,2,2,1,"Avenida Estudante José Júlio de Souza, 221 - Praia de Itaparica, Vila Velha - ES",ES,Vila Velha,Apartamento
Apartamento com 4 Quartos à Venda com 195m²,3705000.0,195,4,5,0,"Rua Harmonia, 1201 - Sumarezinho, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 5 Quartos à Venda com 343m²,400123.0,343,5,4,2,"Rua Deputado Ulices Andrade, 537 - Rosa Elze, São Cristóvão - SE",SE,São Cristóvão,Apartamento
Casa de condomínio com 3 Quartos à Venda com 138m²,690001.0,138,3,3,2,"Avenida Oceânica, 2020011 - Zona de Expansao Capua, Barra dos Coqueiros - SE",SE,Barra dos Coqueiros,Casa
Casa de condomínio com 3 Quartos à Venda com 138m²,690000.0,138,3,3,2,"Avenida Oceânica, 88787 - Zona de Expansao Capua, Barra dos Coqueiros - SE",SE,Barra dos Coqueiros,Casa
Apartamento com 4 Quartos à Venda com 172m²,1250000.0,172,4,3,3,"Avenida Deputado Sílvio Teixeira, 0991919 - Jardins, Aracaju - SE",SE,Aracaju,Apartamento
Casa de condomínio com 3 Quartos à Venda com 290m²,1395000.0,290,3,2,3,"Condominio Villa Florenca, Ribeirão Preto - SP",SP,Ribeirão Preto,Casa
Apartamento com 3 Quartos à Venda com 160m²,370000.0,160,3,2,1,"Rua General Osório, 0 - Centro, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com Quarto à Venda com 27m²,650000.0,27,1,1,1,"Rua João Canuto da Silva, 21 - Cruz das Almas, Maceió - AL",AL,Maceió,Apartamento
Apartamento com 3 Quartos à Venda com 118m²,885000.0,118,3,4,2,"Jardim Olhos d Agua, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com 2 Quartos à Venda com 62m²,300000.0,62,2,2,1,"Rua Pedro Pegoraro, 0 - Higienópolis, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com Quarto à Venda com 27m²,298000.0,27,1,1,1,"Avenida Coronel Fernando Ferreira Leite, 0 - Jardim Califórnia, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Casa de condomínio com 3 Quartos à Venda com 138m²,690000.0,138,3,3,2,"Avenida Oceânica, 029929 - Zona de Expansao Capua, Barra dos Coqueiros - SE",SE,Barra dos Coqueiros,Casa
Casa de condomínio com 3 Quartos à Venda com 138m²,690001.0,138,3,3,2,"Avenida Oceânica, 99291l - Zona de Expansao Capua, Barra dos Coqueiros - SE",SE,Barra dos Coqueiros,Casa
Casa de condomínio com 3 Quartos à Venda com 138m²,690001.0,138,3,3,2,"Avenida Oceânica, 98989 - Zona de Expansao Capua, Barra dos Coqueiros - SE",SE,Barra dos Coqueiros,Casa
Apartamento com 2 Quartos à Venda com 63m²,500000.0,63,2,2,1,"Rua Francisco Affonso de Melo, 565 - Parque Santana, Mogi das Cruzes - SP",SP,Mogi das Cruzes,Apartamento
Apartamento com 3 Quartos à Venda com 94m²,426198.0,94,3,2,2,"Rua Itaperima, 1006 - Vila Prudente, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 171m²,2177199.0,171,3,4,4,"Rua Estácio Gonzaga, 210 - Horto Florestal, Salvador - BA",BA,Salvador,Apartamento
Apartamento com 3 Quartos à Venda com 75m²,340000.0,75,3,2,0,"Praça Antônio Teixeira, 101 - Jabotiana, Aracaju - SE",SE,Aracaju,Apartamento
Apartamento com Quarto à Venda com 29m²,328000.0,29,1,1,1,"Avenida Coronel Fernando Ferreira Leite, 0 - Jardim Califórnia, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com 2 Quartos à Venda com 83m²,602000.0,83,2,2,2,"Rua Fumio Miyazi, 175 - Boqueirão, Praia Grande - SP",SP,Praia Grande,Apartamento
Casa com 2 Quartos para Venda/Aluguel 107m²,645000.0,107,2,2,1,"Rua Abel Seixas - Santo Amaro, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 4 Quartos para Venda/Aluguel 300m²,4500000.0,300,4,3,2,"Avenida Saturnino de Brito - Praia do Canto, Vitória - ES",ES,Vitória,Apartamento
Casa com 4 Quartos à Venda com 208m²,1500000.0,208,4,3,5,"Rua Major Messias Menezes - Bandeirantes, Belo Horizonte - MG",MG,Belo Horizonte,Casa
Apartamento com 2 Quartos à Venda com 50m²,180000.0,50,2,1,1,"Avenida Wilson Gomes Coelho - Alto da Serra, Patos de Minas - MG",MG,Patos de Minas,Apartamento
Apartamento com 3 Quartos à Venda com 140m²,1680000.0,140,3,5,2,"Rua Dona Laura, 782 - Rio Branco, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Casa com 3 Quartos à Venda/Aluguel 101m²,690000.0,101,3,2,2,"Rua Arujá, 223 - Alto Ipiranga, Mogi das Cruzes - SP",SP,Mogi das Cruzes,Casa
Casa com 2 Quartos à Venda com 216m²,294000.0,216,2,2,3,"Rua Quatorze de Abril, 102 - Higienópolis, Catanduva - SP",SP,Catanduva,Casa
Casa com 3 Quartos à Venda com 100m²,368000.0,100,3,2,4,"Avenida Flácides Ferreira, 796 - Nossa Senhora do Sion, Itanhaém - SP",SP,Itanhaém,Casa
Apartamento com 2 Quartos à Venda com 61m²,400000.0,61,2,2,2,"Avenida Francisco Soto Barreiro Filho, 300 - Maitinga, Bertioga - SP",SP,Bertioga,Apartamento
Casa com 3 Quartos à Venda com 102m²,80000.0,102,3,2,1,"Alameda Salvador, 117 - Cabula, Salvador - BA",BA,Salvador,Casa
Casa com 2 Quartos à Venda com 100m²,180000.0,100,2,1,1,"Praia Grande, Fundão - ES",ES,Fundão,Casa
Casa com 3 Quartos à Venda com 172m²,1380000.0,172,3,4,3,"Rua Vitório Demarchi, 40 - Jardim Paramount, São Bernardo do Campo - SP",SP,São Bernardo do Campo,Casa
Apartamento com 2 Quartos à Venda com 76m²,400000.0,76,2,2,1,"Rua Leonide Maria de Lima, 194 - Cidade Ocian, Praia Grande - SP",SP,Praia Grande,Apartamento
Apartamento com 3 Quartos à Venda com 114m²,430000.0,114,3,2,1,"Rua Doutor Faivre, 900 - Centro, Curitiba - PR",PR,Curitiba,Apartamento
Casa com 2 Quartos à Venda com 100m²,209000.0,100,2,3,2,"Rua Trinta, 100 - Justinópolis, Ribeirão das Neves - MG",MG,Ribeirão das Neves,Casa
Casa com 2 Quartos à Venda com 71m²,415000.0,71,2,2,2,"Avenida Myrim, 100 - Pirituba, São Paulo - SP",SP,São Paulo,Casa
Casa com 4 Quartos à Venda/Aluguel 200m²,700000.0,200,4,2,2,"Jardim das Laranjeiras Zona Norte, São Paulo - SP",SP,São Paulo,Casa
Casa com 3 Quartos à Venda com 103m²,133722.0,103,3,2,1,"Rua Caramuru - Cidade Nova, Rio Grande - RS",RS,Rio Grande,Casa
Apartamento com 3 Quartos à Venda com 110m²,360000.0,110,3,2,1,"Rua Fioravante Zampol, 203 - Vila Caicara, Praia Grande - SP",SP,Praia Grande,Apartamento
Apartamento com Quarto à Venda com 55m²,600000.0,55,1,2,1,"Rua do Humaitá - Humaitá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos para Venda/Aluguel 126m²,840000.0,126,3,2,2,"São João, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Casa com 2 Quartos à Venda com 70m²,270000.0,70,2,2,1,"Rua Olympia Sampaio - Enseada, Guarujá - SP",SP,Guarujá,Casa
Casa com 3 Quartos à Venda/Aluguel 60m²,80000.0,60,3,1,1,"4ª Travessa São Geraldo, 4 - São Cristóvão, Salvador - BA",BA,Salvador,Casa
Apartamento com Quarto à Venda com 30m²,670000.0,30,1,1,1,"Nossa Senhora do Ó, Ipojuca - PE",PE,Ipojuca,Apartamento
Apartamento com 2 Quartos à Venda com 41m²,99000.0,41,2,1,1,"Rua São Firmino, 602 - Vila Nova, Joinville - SC",SC,Joinville,Apartamento
Casa com 3 Quartos à Venda com 100m²,850000.0,100,3,4,2,"Rua Gaivota, 646131 - Moema, São Paulo - SP",SP,São Paulo,Casa
Casa com 3 Quartos à Venda com 123m²,360000.0,123,3,2,2,"Rua Comendador Pedro Alelaf, 34567 - Dirceu Arcoverde, Parnaíba - PI",PI,Parnaíba,Casa
Apartamento com 2 Quartos à Venda com 41m²,145000.0,41,2,1,1,"Rua Tibério Fabrianesi, 90 - Sapopemba, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 95m²,160000.0,95,3,2,2,"Avenida Vinte e Oito de Setembro, 1111 - Centro, Camaçari - BA",BA,Camaçari,Casa
Casa com 2 Quartos à Venda com 64m²,300000.0,64,2,1,2,"Avenida Professor Daijiro Matsuda, 490 - Maracanã, Praia Grande - SP",SP,Praia Grande,Casa
Apartamento com 2 Quartos à Venda com 50m²,370000.0,50,2,2,1,"Vila Curuçá, Santo André - SP",SP,Santo André,Apartamento
Apartamento com Quarto à Venda com 57m²,630000.0,57,1,1,0,"Bonfim Paulista, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com 3 Quartos à Venda com 163m²,1837000.0,163,3,4,3,"Jardim, Santo André - SP",SP,Santo André,Apartamento
Casa com 2 Quartos à Venda com 62m²,340800.0,62,2,2,2,"Rua Osvaldo da Graça Almeida Júnior - Jardim Santa Júlia, São José dos Campos - SP",SP,São José dos Campos,Casa
Apartamento com 3 Quartos à Venda com 85m²,425000.0,85,3,2,0,"Rua Antônio de Souza, 68 - Pitangueiras, Guarujá - SP",SP,Guarujá,Apartamento
Apartamento com Quarto à Venda com 56m²,1999999.0,56,1,2,2,"Itaim Bibi, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com Quarto à Venda com 27m²,579000.0,27,1,1,0,"Vila Nova Conceição, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 73m²,648000.0,73,3,1,1,"Chácara da Barra, Campinas - SP",SP,Campinas,Apartamento
Casa com 2 Quartos à Venda com 100m²,280000.0,100,2,1,1,"Tiradentes, Governador Valadares - MG",MG,Governador Valadares,Casa
Apartamento com 3 Quartos à Venda com 100m²,550000.0,100,3,3,1,"Enseada, Guarujá - SP",SP,Guarujá,Apartamento
Apartamento com 3 Quartos à Venda com 70m²,692600.0,70,3,2,2,"Avenida Winston Churchill - Rudge Ramos, São Bernardo do Campo - SP",SP,São Bernardo do Campo,Apartamento
Apartamento com 2 Quartos à Venda com 47m²,219688.0,47,2,1,0,"Rua Geraldo Sesso Júnior, 170 - Jardim Novo Maracanã, Campinas - SP",SP,Campinas,Apartamento
Apartamento com 3 Quartos à Venda com 176m²,1250064.0,176,3,3,3,"Rua Francisco Rabelo Leite Neto, 70192 - Atalaia, Aracaju - SE",SE,Aracaju,Apartamento
Apartamento com 2 Quartos à Venda com 60m²,572000.0,60,2,1,1,"Campestre, Santo André - SP",SP,Santo André,Apartamento
Apartamento com 2 Quartos à Venda com 62m²,659000.0,62,2,2,2,"Rua Álvaro Nunes - Campo Belo, São Paulo - SP",SP,São Paulo,Apartamento
Casa de condomínio com 4 Quartos à Venda com 372m²,1450000.0,372,4,4,4,"Avenida Jorge Jamil Zamur - Jardim Ibiti do Paco, Sorocaba - SP",SP,Sorocaba,Casa
Casa de condomínio com 4 Quartos à Venda com 200m²,2300000.0,200,4,5,0,Xangri-Lá - RS,RS,Xangri,Casa
Casa com 3 Quartos à Venda com 135m²,780001.0,135,3,4,2,"Vila Ré, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 2 Quartos à Venda com 95m²,849000.0,95,2,3,1,"Rua João Pessoa, 78 - Centro, Canela - RS",RS,Canela,Apartamento
Casa com 4 Quartos à Venda com 345m²,1800000.0,345,4,4,4,"Rua Aníbal Antunes Pinto, 14920 - Cyrela Landscape Esplanada, Votorantim - SP",SP,Votorantim,Casa
Casa com 4 Quartos à Venda com 303m²,3400000.0,303,4,6,4,"Rua Júlio Cassola, 13352 - Alphaville Nova Esplanada, Votorantim - SP",SP,Votorantim,Casa
Casa com 3 Quartos à Venda com 240m²,1550000.0,240,3,5,4,"Rua Alcides Gutierres, 14800 - Parque Ibiti Reserva, Sorocaba - SP",SP,Sorocaba,Casa
Casa com 4 Quartos à Venda com 236m²,2000000.0,236,4,5,4,"Rua Aníbal Antunes Pinto, 14410 - Cyrela Landscape Esplanada, Votorantim - SP",SP,Votorantim,Casa
Casa com 3 Quartos à Venda com 256m²,1800000.0,256,3,5,4,"Rua Dirceu de Barros, 14931 - Parque Ibiti Reserva, Sorocaba - SP",SP,Sorocaba,Casa
Casa com 3 Quartos à Venda com 282m²,1900000.0,282,3,5,4,"Rua Aníbal Antunes Pinto, 14530 - Cyrela Landscape Esplanada, Votorantim - SP",SP,Votorantim,Casa
Casa com 3 Quartos à Venda com 243m²,1700000.0,243,3,4,4,"Rua Alcides Gutierres, 15070 - Parque Ibiti Reserva, Sorocaba - SP",SP,Sorocaba,Casa
Casa com 4 Quartos à Venda com 460m²,3300000.0,460,4,6,4,"Alameda Brasilia, 13731 - Alphaville Nova Esplanada, Votorantim - SP",SP,Votorantim,Casa
Casa com 3 Quartos à Venda com 173m²,1000000.0,173,3,5,4,"Rua Joana Batista Kiill, 14950 - Loteamento Residencial Villagio Di Capri, Votorantim - SP",SP,Votorantim,Casa
Apartamento com 2 Quartos à Venda com 53m²,385000.0,53,2,1,1,"Estrada Anarolina Silveira Santos, 175 - Vargem do Bom Jesus, Florianópolis - SC",SC,Florianópolis,Apartamento
Apartamento com 3 Quartos à Venda com 110m²,490000.0,110,3,2,2,"Travessa Vileta, 1197 - Pedreira, Belém - PA",PA,Belém,Apartamento
Apartamento com 2 Quartos à Venda com 58m²,379000.0,58,2,2,1,"Rua Dona Gercina Borges Teixeira, 10 - Vila Maria José, Goiânia - GO",GO,Goiânia,Apartamento
Apartamento com 3 Quartos à Venda com 152m²,3605686.0,152,3,5,2,"Rua Doutor Fadlo Haidar, 134 - Itaim Bibi, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 58m²,230227.0,58,2,2,1,"Rua do Horto, 240 - Jabotiana, Aracaju - SE",SE,Aracaju,Apartamento
Apartamento com 2 Quartos à Venda com 47m²,165000.0,47,2,1,1,"Avenida Jornalista Juarez Conrado Dantas, 1001 - Marivan, Aracaju - SE",SE,Aracaju,Apartamento
Flat com Quarto à Venda com 25m²,420000.0,25,1,1,0,"Avenida João Pessoa, 731 - Farroupilha, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Casa com 3 Quartos à Venda com 147m²,600000.0,147,3,3,2,"Rua F44, 435 - Setor Faiçalville, Goiânia - GO",GO,Goiânia,Casa
Casa com 3 Quartos à Venda com 80m²,75000.0,80,3,2,1,"Rua Pedro Ivo, 80 - Caixa D´Água, Salvador - BA",BA,Salvador,Casa
Casa com 3 Quartos à Venda com 73m²,60000.0,73,3,2,1,"2ª Travessa Doutor Manoel Mercês, 33 - Gravatá, Camaçari - BA",BA,Camaçari,Casa
Apartamento com Quarto à Venda com 41m²,479900.0,41,1,1,0,"Praia dos Carneiros, Tamandaré - PE",PE,Tamandaré,Apartamento
Casa com 3 Quartos à Venda com 265m²,1850000.0,265,3,5,4,"Rua Alcides Gutierres, 14630 - Parque Ibiti Reserva, Sorocaba - SP",SP,Sorocaba,Casa
Casa com 3 Quartos à Venda com 263m²,1800000.0,263,3,5,4,"Avenida São Paulo, 14492 - Alem Ponte, Sorocaba - SP",SP,Sorocaba,Casa
Apartamento com 2 Quartos à Venda com 54m²,579999.0,54,2,2,1,"Praia dos Carneiros, Tamandaré - PE",PE,Tamandaré,Apartamento
Casa com 4 Quartos à Venda com 303m²,3400000.0,303,4,6,4,"Alameda Nova Zelândia, 13350 - Alphaville Nova Esplanada, Votorantim - SP",SP,Votorantim,Casa
Apartamento com Quarto à Venda com 20m²,275000.0,20,1,1,1,"Rua Baraúna, 20 - Porto de Galinhas, Ipojuca - PE",PE,Ipojuca,Apartamento
Apartamento com 2 Quartos à Venda com 48m²,120000.0,48,2,1,1,"Estrada de Ribamar, 12 - Forquilha, São José de Ribamar - MA",MA,São José de Ribamar,Apartamento
Apartamento com 3 Quartos à Venda com 112m²,540000.0,112,3,2,2,"Rua Ademar Freire, 128 - Flores, Manaus - AM",AM,Manaus,Apartamento
Casa com 3 Quartos à Venda com 73m²,50000.0,73,3,2,1,"Rua Freitas Henrique, 57 - Caixa D´Água, Salvador - BA",BA,Salvador,Casa
Apartamento com Quarto à Venda com 35m²,250000.0,35,1,1,0,"Rua Hebe, 178 - Vila Dom Pedro II, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 4 Quartos à Venda com 345m²,1800000.0,345,4,4,4,"Rua Witerman Loureiro de Mello, 14921 - Cyrela Landscape Esplanada, Votorantim - SP",SP,Votorantim,Casa
Apartamento com 3 Quartos à Venda com 173m²,1729600.0,173,3,1,2,"Aviação, Praia Grande - SP",SP,Praia Grande,Apartamento
Apartamento com 3 Quartos à Venda com 110m²,750000.0,110,3,4,2,"Rua Maria Silva, 70 - Nova Petrópolis, São Bernardo do Campo - SP",SP,São Bernardo do Campo,Apartamento
Apartamento com 4 Quartos à Venda com 150m²,2500000.0,150,4,4,2,"Rua Doutor Ivo Define Frasca, 18 - Vila Olímpia, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 264m²,640000.0,264,3,2,6,"Rua Aracaíba - Vila Linda, Santo André - SP",SP,Santo André,Casa
Casa com 2 Quartos à Venda com 142m²,280000.0,142,2,2,2,"Avenida São Gabriel - Jardim Sao Gabriel, Jacareí - SP",SP,Jacareí,Casa
Casa com 6 Quartos à Venda com 284m²,2300000.0,284,6,4,4,"Rua Júlio de Castilho, 1756 - Sao Paulo II, Cotia - SP",SP,Cotia,Casa
Casa com 4 Quartos à Venda com 127m²,1500000.0,127,4,3,3,"Rua Doutor Plínio do Amaral, 150 - Vila Brasílio Machado, São Paulo - SP",SP,São Paulo,Casa
Casa com 4 Quartos à Venda com 297m²,1500000.0,297,4,5,3,"Rua Queluz, 76497356 - Olho d'Água, São Luís - MA",MA,São Luís,Casa
Casa de condomínio com 3 Quartos à Venda com 260m²,2590000.0,260,3,4,4,"Alameda Nova Zelândia, 71 - Alphaville Nova Esplanada, Votorantim - SP",SP,Votorantim,Casa
