titulo,preco,area,quartos,banheiros,garagem,endereco,UF,cidade,tipo_imovel
Apartamento com 3 Quartos à Venda com 150m²,320000.0,150,3,4,4,"Travessa Felício, 41 - Cascadura, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 74m²,98556.0,74,3,2,3,"Rua José Bolonha, 547 - Igacaba, Pedregulho - SP",SP,Pedregulho,Casa
Casa com 3 Quartos à Venda com 450m²,550000.0,450,3,5,10,"Avenida Ponte Alta Norte, 08 - Ponte Alta Norte, Brasília - DF",DF,Brasília,Casa
Casa com 3 Quartos à Venda com 110m²,230000.0,110,3,2,1,"Ponte Marcos Freire II, 56 - Marcos Freire II, Nossa Senhora do Socorro - SE",SE,Nossa Senhora do Socorro,Casa
Apartamento com 3 Quartos à Venda com 95m²,485000.0,95,3,3,2,"Avenida Presidente Kennedy, 432 - Piedade, Jaboatão dos Guararapes - PE",PE,Jaboatão dos Guararapes,Apartamento
Apartamento com Quarto à Venda com 102m²,230000.0,102,1,1,1,"Avenida Barão do Rio Branco, 5220 - Passos, Juiz de Fora - MG",MG,Juiz de Fora,Apartamento
Casa com 2 Quartos à Venda com 150m²,370000.0,150,2,3,5,"Rua Noventa e Oito - Area Rural de Saquarema, Saquarema - RJ",RJ,Saquarema,Casa
Casa com 2 Quartos à Venda com 47m²,162200.0,47,2,1,2,"Estrada Comercíal da Pitanga, 479 - Centro, Igarassu - PE",PE,Igarassu,Casa
Casa com 3 Quartos à Venda com 70m²,65000.0,70,3,1,1,"Rua Ibicuí, 1 - Pernambués, Salvador - BA",BA,Salvador,Casa
Apartamento com 2 Quartos à Venda com 70m²,500000.0,70,2,1,1,"Avenida Presidente Castelo Branco, 8942 - Mirim, Praia Grande - SP",SP,Praia Grande,Apartamento
Apartamento com 2 Quartos à Venda com 50m²,260000.0,50,2,1,1,"Avenida Benedito Rodrigues Lisboa, 1221 - Jardim Bosque das Vivendas, São José do Rio Preto - SP",SP,São José do Rio Preto,Apartamento
Casa com 3 Quartos à Venda com 230m²,510000.0,230,3,3,3,"Avenida Alfredo Blóis, 752900 - Jardim Maria Amelia, Jacareí - SP",SP,Jacareí,Casa
Casa com 2 Quartos à Venda com 120m²,420000.0,120,2,2,1,"Rua Trinta e Dois - Itaipuaçú, Maricá - RJ",RJ,Maricá,Casa
Apartamento com 2 Quartos à Venda com 80m²,195000.0,80,2,1,0,"Avenida Cairu, 762 - Navegantes, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com 2 Quartos à Venda com 56m²,355000.0,56,2,2,1,"Rua Doutor Vicente Giacaglini, 528 - Vila Prudente, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 75m²,480000.0,75,2,2,2,"Rua Paritins, 1 - Parque Amazônia, Goiânia - GO",GO,Goiânia,Apartamento
Casa com 3 Quartos à Venda com 187m²,400000.0,187,3,2,3,"Balneario Josedy , Peruíbe - SP",SP,Peruíbe,Casa
Casa com 2 Quartos à Venda com 140m²,360000.0,140,2,3,2,"Rua Julieta Barroso Prota, 51510 - Vila Martinez, Jacareí - SP",SP,Jacareí,Casa
Casa com 2 Quartos à Venda com 110m²,430000.0,110,2,3,2,"Rua Wilma Tavares Simoni - Jardim Rosalia Alcolea, Sorocaba - SP",SP,Sorocaba,Casa
Casa com 2 Quartos à Venda com 86m²,293000.0,86,2,2,2,"Rua dos Suias, 1 - Setor Pampulha, Aparecida de Goiânia - GO",GO,Aparecida de Goiânia,Casa
Apartamento com 2 Quartos à Venda com 60m²,255000.0,60,2,1,1,"Rua Dona Maria Lacerda, 123 - Várzea, Recife - PE",PE,Recife,Apartamento
Apartamento com 3 Quartos à Venda com 99m²,450000.0,99,3,1,0,"Rua Borda do Mato, 1 - Grajaú, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 2 Quartos à Venda com 100m²,220000.0,100,2,1,10,"Avenida Flácides Ferreira, 796 - Balneário Gaivota, Itanhaém - SP",SP,Itanhaém,Casa
Apartamento com 2 Quartos à Venda com 45m²,173000.0,45,2,1,1,"Rua João Carlos Gonçalves, 645 - Jardim Yolanda, São José do Rio Preto - SP",SP,São José do Rio Preto,Apartamento
Apartamento com 2 Quartos à Venda com 52m²,166250.0,52,2,1,1,"Avenida Taquary, 625 - Cristal, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com 3 Quartos à Venda com 70m²,175000.0,70,3,2,1,"Rua Ernestina, 63 - Lins de Vasconcelos, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 2 Quartos à Venda com 140m²,339000.0,140,2,2,2,"Rua Princesa Paola Ruffo Di Calábria - Parque dos Principes, Jacareí - SP",SP,Jacareí,Casa
Casa com 3 Quartos à Venda com 70m²,350000.0,70,3,1,2,"Avenida Júlio Cezar Villaça, 128 - Jardim Santa Luzia, São José dos Campos - SP",SP,São José dos Campos,Casa
Casa com 3 Quartos à Venda com 94m²,420000.0,94,3,2,3,"Rua JGO6, 45 - Jardim Gramado , Goiânia - GO",GO,Goiânia,Casa
Apartamento com 2 Quartos à Venda com 115m²,680000.0,115,2,2,1,"Rua Moacir, 2100 - Centro, Capão da Canoa - RS",RS,Capão da Canoa,Apartamento
Casa com 2 Quartos à Venda com 109m²,580000.0,109,2,3,4,"Servidão Luiz Duarte Soares, 500 - São João do Rio Vermelho, Florianópolis - SC",SC,Florianópolis,Casa
Apartamento com 2 Quartos à Venda com 51m²,297000.0,51,2,2,1,"Avenida São João, 0 - Recanto do Cerrado, Aparecida de Goiânia - GO",GO,Aparecida de Goiânia,Apartamento
Apartamento com 2 Quartos à Venda com 45m²,265000.0,45,2,1,1,"Via Local B, 1 - Centro, Paulista - PE",PE,Paulista,Apartamento
Apartamento com 2 Quartos à Venda com 50m²,295000.0,50,2,2,1,"Avenida Geremário Dantas - Pechincha, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 50m²,255000.0,50,2,1,1,"Rua Dona Maria Lacerda, 26 - Várzea, Recife - PE",PE,Recife,Apartamento
Apartamento com 2 Quartos à Venda com 45m²,195000.0,45,2,2,1,"Avenida Pastor Edevaldo Soldeira Rodrigues, 151 - Setvalley, São José do Rio Preto - SP",SP,São José do Rio Preto,Apartamento
Apartamento com 3 Quartos à Venda com 65m²,460000.0,65,3,2,1,"Gopouva, Guarulhos - SP",SP,Guarulhos,Apartamento
Apartamento com 2 Quartos à Venda com 53m²,371000.0,53,2,1,1,"Rua Guararapes, 400 - Monte Castelo, São José dos Campos - SP",SP,São José dos Campos,Apartamento
Casa com 2 Quartos à Venda com 59m²,220000.0,59,2,1,2,"Avenida Flácides Ferreira, 796 - Tupy, Itanhaém - SP",SP,Itanhaém,Casa
Apartamento com 3 Quartos à Venda com 85m²,370000.0,85,3,1,2,"Vila São José, Taubaté - SP",SP,Taubaté,Apartamento
Apartamento com 2 Quartos à Venda com 44m²,239000.0,44,2,1,1,"Rua Benedito Cardoso, 33 - Vila Georgina, Campinas - SP",SP,Campinas,Apartamento
Casa com 2 Quartos à Venda com 100m²,295000.0,100,2,1,2,"Rua Adelina Alario Buzzini - Jardim Antunes, São José do Rio Preto - SP",SP,São José do Rio Preto,Casa
Casa com 2 Quartos à Venda com 123m²,310000.0,123,2,2,2,"Rua Luiz Baldi - Portal Do Cedro, Cedral - SP",SP,Cedral,Casa
Casa com 3 Quartos à Venda com 100m²,380000.0,100,3,2,2,"Rua Mário Trevisani, 1 - Enseada de Jacaraípe, Serra - ES",ES,Serra,Casa
Apartamento com 3 Quartos à Venda com 85m²,320000.0,85,3,2,2,"Avenida José Munia - Higienopolis, São José do Rio Preto - SP",SP,São José do Rio Preto,Apartamento
Apartamento com Quarto à Venda com 42m²,240000.0,42,1,1,1,"Rua Culto à Ciência, 689 - Botafogo, Campinas - SP",SP,Campinas,Apartamento
Apartamento com 3 Quartos à Venda com 119m²,550000.0,119,3,2,2,"Rua Ramiro Barcelos, 156 - Centro, Bento Gonçalves - RS",RS,Bento Gonçalves,Apartamento
Casa com 2 Quartos à Venda com 125m²,270000.0,125,2,1,2,"Recanto dos Bandeirantes, Itanhaém - SP",SP,Itanhaém,Casa
Casa com 2 Quartos à Venda com 60m²,220000.0,60,2,1,2,"Avenida Flácides Ferreira, 796 - Gaviotas, Itanhaém - SP",SP,Itanhaém,Casa
Casa com 2 Quartos à Venda com 150m²,295000.0,150,2,1,2,"Vila Dutra, Bauru - SP",SP,Bauru,Casa
Casa de condomínio com 3 Quartos à Venda com 144m²,750000.0,144,3,2,2,"Rua do Guriri, 112 - Dunas do Pero, Cabo Frio - RJ",RJ,Cabo Frio,Casa
Apartamento com 2 Quartos à Venda com 50m²,198000.0,50,2,1,1,"Rua da Castanheira, 230 - Das Gracas, Colombo - PR",PR,Colombo,Apartamento
Casa com 5 Quartos à Venda com 285m²,490000.0,285,5,4,2,"Rua Pedro Celeste, 390 - Cruzeiro do Sul, Juiz de Fora - MG",MG,Juiz de Fora,Casa
Apartamento com 2 Quartos à Venda com 74m²,1300000.0,74,2,1,1,"Rua das Fontes, 605 - Floresta, Gramado - RS",RS,Gramado,Apartamento
Apartamento com 2 Quartos à Venda com 51m²,233200.0,51,2,1,1,"Rua Professora Maria Pilar Bórgia, 215 - Vila Carminha, Campinas - SP",SP,Campinas,Apartamento
Apartamento com 3 Quartos à Venda com 68m²,525000.0,68,3,1,1,"Rua José Domingues da Silva, 116 - Boa Viagem, Recife - PE",PE,Recife,Apartamento
Casa com 3 Quartos à Venda com 161m²,360000.0,161,3,1,2,"Rua Piquete, 562 - Conjunto Habitacional Terra dos Ipes II Fase II, Pindamonhangaba - SP",SP,Pindamonhangaba,Casa
Apartamento com 2 Quartos à Venda com 54m²,410000.0,54,2,1,1,"Rua São Pedro, 183 - Jardim S Vicente, Diadema - SP",SP,Diadema,Apartamento
Apartamento com 2 Quartos à Venda com 39m²,150000.0,39,2,1,1,"Jardim Maria Celia, Bauru - SP",SP,Bauru,Apartamento
Casa com 3 Quartos à Venda com 105m²,430000.0,105,3,2,2,"Avenida Flácides Ferreira, 796 - Balneário Gaivota, Itanhaém - SP",SP,Itanhaém,Casa
Apartamento com 2 Quartos à Venda com 67m²,455000.0,67,2,2,1,"Avenida Nossa Senhora do Sabará, 3997 - Vila Emir, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 52m²,170000.0,52,2,1,1,"Jardim Parque Jupiá, Piracicaba - SP",SP,Piracicaba,Apartamento
Casa com 2 Quartos à Venda com 60m²,270000.0,60,2,1,2,"Avenida Flácides Ferreira, 796 - Jardim das Palmeiras, Itanhaém - SP",SP,Itanhaém,Casa
Apartamento com 2 Quartos à Venda com 58m²,260000.0,58,2,2,0,"Rua Coronel Massot, 331 - Cristal, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Apartamento com 2 Quartos à Venda com 36m²,181000.0,36,2,1,1,"Rua Doutor Pedro Augusto Correia de Araújo, 1 - Centro, São Lourenço da Mata - PE",PE,São Lourenço da Mata,Apartamento
Apartamento com Quarto à Venda com 19m²,179000.0,19,1,1,1,"TAMANDARE I, Praia de Tamandaré - PE",PE,Praia de Tamandaré,Apartamento
Apartamento com 2 Quartos à Venda com 74m²,389000.0,74,2,3,1,"Rua Mapendi, 144 - Taquara, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 58m²,245000.0,58,2,1,1,"Rua Homero de Miranda Gomes, 2888 - Bom Viver, Biguaçu - SC",SC,Biguaçu,Apartamento
Apartamento com 3 Quartos à Venda com 125m²,1515133.0,125,3,4,2,"Rua Salvador Simões - Vila Dom Pedro I, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 2 Quartos à Venda com 85m²,350000.0,85,2,2,2,"Rua Camuã, 116 - Jardim do Lago, São Paulo - SP",SP,São Paulo,Casa
Apartamento com 2 Quartos à Venda com 43m²,195099.0,43,2,1,1,"Rua Registro, 4 - Barra de Jangada, Jaboatão dos Guararapes - PE",PE,Jaboatão dos Guararapes,Apartamento
Apartamento com 2 Quartos à Venda com 57m²,360000.0,57,2,2,1,"Rua Mere Marie Anais de Sion, 492 - Tremembé, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 98m²,425600.0,98,2,2,0,"Rua Presidente Roosevelt, 1039 - Centro, São Leopoldo - RS",RS,São Leopoldo,Apartamento
Apartamento com 2 Quartos à Venda com 55m²,284000.0,55,2,1,1,"Avenida Corsanto, 908 - Residencial Vista do Mestre, Serra - ES",ES,Serra,Apartamento
Apartamento com Quarto à Venda com 40m²,285000.0,40,1,1,1,"Rua Marília, 65 - Boqueirão, Praia Grande - SP",SP,Praia Grande,Apartamento
Apartamento com 3 Quartos à Venda com 102m²,380000.0,102,3,2,1,"Centro, São José do Rio Preto - SP",SP,São José do Rio Preto,Apartamento
Casa com 3 Quartos à Venda com 196m²,415000.0,196,3,3,4,"Rua 9, 11 - RESIDENCIAL MONTE SINAI, Anápolis - GO",GO,Anápolis,Casa
Apartamento com 3 Quartos à Venda com 86m²,781995.0,86,3,2,2,"Rua Balsa, 1301 - Freguesia do Ó, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 60m²,165000.0,60,2,1,1,"Rua Barão do Amazonas - Jardim Sumare, Ribeirão Preto - SP",SP,Ribeirão Preto,Apartamento
Apartamento com 2 Quartos à Venda com 47m²,440000.0,47,2,1,1,"Rua Campos do Jordão, 50 - Vila Industrial, Campinas - SP",SP,Campinas,Apartamento
Apartamento com 2 Quartos à Venda com 69m²,360000.0,69,2,2,1,"Rua Nove de Julho - Nova Mirim, Praia Grande - SP",SP,Praia Grande,Apartamento
Casa com 2 Quartos à Venda com 127m²,550000.0,127,2,2,1,"Rua Bom Jardim, 139 - Baeta Neves, São Bernardo do Campo - SP",SP,São Bernardo do Campo,Casa
Casa com 2 Quartos à Venda com 100m²,349440.0,100,2,2,3,"Rua Maria Alves Severino, 100 - Shopping Park, Uberlândia - MG",MG,Uberlândia,Casa
Apartamento com 2 Quartos à Venda com 99m²,330000.0,99,2,1,1,"Avenida Marina, 1605 - Centro, Mongaguá - SP",SP,Mongaguá,Apartamento
Apartamento com Quarto à Venda com 39m²,220000.0,39,1,1,0,"Avenida Aureliano de Figueiredo Pinto, 483 - Praia de Belas, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Casa com 3 Quartos à Venda com 120m²,488220.0,120,3,2,4,"Pousada Del Rey, Igarapé - MG",MG,Igarapé,Casa
Apartamento com 2 Quartos à Venda com 68m²,310000.0,68,2,2,2,"Rua Campolino Geremias Lostada, 21 - Nova Palhoça, Palhoça - SC",SC,Palhoça,Apartamento
Apartamento com Quarto à Venda com 35m²,538000.0,35,1,1,0,"Rua Professor Doutor José Marques da Cruz - Jardim das Acacias, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 3 Quartos à Venda com 164m²,600000.0,164,3,5,2,"Avenida Pilsen, 1354 - Itaipu, Niterói - RJ",RJ,Niterói,Casa
Apartamento com 3 Quartos à Venda com 70m²,375000.0,70,3,1,1,"Rua Antônio Ribeiro de Morais - Vila Carbone, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 2 Quartos à Venda com 50m²,235000.0,50,2,1,1,"Travessa São Gonçalo, 168 - Casa Grande, Diadema - SP",SP,Diadema,Apartamento
Casa de condomínio com 3 Quartos à Venda com 203m²,500000.0,203,3,5,4,"Avenida Nelson Fioravanti - Setlife Mirassol, Mirassol - SP",SP,Mirassol,Casa
Casa com 3 Quartos à Venda com 90m²,315000.0,90,3,2,2,"Recanto Elimar II, Franca - SP",SP,Franca,Casa
Apartamento com 2 Quartos à Venda com 41m²,165000.0,41,2,1,1,"Estância Velha, Canoas - RS",RS,Canoas,Apartamento
Apartamento com 2 Quartos à Venda com 61m²,259900.0,61,2,2,1,"Vivendas da Serra, Juiz de Fora - MG",MG,Juiz de Fora,Apartamento
Casa com 2 Quartos à Venda com 116m²,355000.0,116,2,1,2,"Avenida Flácides Ferreira, 796 - Balneário Gaivotas, Itanhaém - SP",SP,Itanhaém,Casa
Apartamento com 2 Quartos para Venda/Aluguel 38m²,300000.0,38,2,1,0,"Vila Carrão, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 2 Quartos à Venda com 70m²,285000.0,70,2,1,2,"Avenida Flácides Ferreira, 796 - Tupy, Itanhaém - SP",SP,Itanhaém,Casa
Casa com 3 Quartos à Venda com 92m²,300000.0,92,3,2,4,"Rua Doutora Zilda Arns Neumann - Residencial Santa Cruz, São José do Rio Preto - SP",SP,São José do Rio Preto,Casa
Casa com 3 Quartos à Venda com 140m²,270000.0,140,3,1,2,"Bela Vista, São Joaquim de Bicas - MG",MG,São Joaquim de Bicas,Casa
Apartamento com 2 Quartos à Venda com 72m²,230000.0,72,2,1,1,"Rua Frei Henrique de Coimbra - Parque Estoril, São José do Rio Preto - SP",SP,São José do Rio Preto,Apartamento
Apartamento com 2 Quartos à Venda com 44m²,345000.0,44,2,1,1,"Vila das Bandeiras, Guarulhos - SP",SP,Guarulhos,Apartamento
Apartamento com 2 Quartos à Venda com 71m²,439000.0,71,2,2,2,"Jardim Goncalves, Sorocaba - SP",SP,Sorocaba,Apartamento
Casa com 3 Quartos à Venda com 229m²,430000.0,229,3,2,2,"Avenida Aroeira, s/n - Residencial Jardim Canedo, Senador Canedo - GO",GO,Senador Canedo,Casa
Casa com 2 Quartos à Venda com 125m²,300000.0,125,2,2,2,"Loteamento São Francisco, Piracicaba - SP",SP,Piracicaba,Casa
Casa de condomínio com 4 Quartos à Venda com 198m²,1250000.0,198,4,4,3,"Inoã, Maricá - RJ",RJ,Maricá,Casa
Casa com 3 Quartos à Venda com 95m²,390000.0,95,3,1,4,"Avenida Flácides Ferreira, 796 - Balneário Gaivotas, Itanhaém - SP",SP,Itanhaém,Casa
Casa com 2 Quartos à Venda com 74m²,290000.0,74,2,1,2,"Avenida Flácides Ferreira, 796 - Jardim das Palmeiras, Itanhaém - SP",SP,Itanhaém,Casa
Apartamento com 2 Quartos à Venda com 54m²,205003.0,54,2,1,0,"Jardim Tangará, São Carlos - SP",SP,São Carlos,Apartamento
Apartamento com 2 Quartos à Venda com 70m²,340000.0,70,2,1,1,"Rua Carmem Miranda - Bela Vista, Pindamonhangaba - SP",SP,Pindamonhangaba,Apartamento
Casa com 3 Quartos à Venda com 120m²,520000.0,120,3,3,4,"Rua Projetada 19 - Jardim das Palmeiras 3, Bady Bassitt - SP",SP,Bady Bassitt,Casa
Casa com 3 Quartos à Venda com 130m²,120000.0,130,3,2,2,"Rua Dorival Ferreira, 415 - Campo Grande, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Casa
Casa com 2 Quartos à Venda com 47m²,165000.0,47,2,1,1,"Rua Marginal Dois, 4456 - Cibratel II, Itanhaém - SP",SP,Itanhaém,Casa
Casa com 2 Quartos à Venda com 150m²,230000.0,150,2,3,1,"Walderez, Sapucaia do Sul - RS",RS,Sapucaia do Sul,Casa
Casa de condomínio com 2 Quartos à Venda com 96m²,318000.0,96,2,1,1,"Vila São Paulo, Mogi das Cruzes - SP",SP,Mogi das Cruzes,Casa
Casa com 3 Quartos à Venda com 70m²,274680.0,70,3,1,2,"Rua Teresinha de Souza Bianchi, 100 - Balneario Itaguai, Mongaguá - SP",SP,Mongaguá,Casa
Apartamento com 2 Quartos à Venda com 60m²,275000.0,60,2,1,1,"Desvio Rizzo, Caxias do Sul - RS",RS,Caxias do Sul,Apartamento
Apartamento com 2 Quartos à Venda com 68m²,550000.0,68,2,2,1,"Rua T 29, 1 - Setor Bueno, Goiânia - GO",GO,Goiânia,Apartamento
Casa com Quarto à Venda com 45m²,190000.0,45,1,1,1,"Rua Professora Anita de Oliveira Cordeiro Gomes - Cidade Nova Jacarei, Jacareí - SP",SP,Jacareí,Casa
Casa com 3 Quartos à Venda com 105m²,480000.0,105,3,2,2,"Rua Pioneiro Carlos João Basso, 25 - Jardim Italia II, Maringá - PR",PR,Maringá,Casa
Casa com 3 Quartos à Venda com 105m²,320000.0,105,3,2,2,"Rua J 3, 1 - Mansões Paraíso, Aparecida de Goiânia - GO",GO,Aparecida de Goiânia,Casa
Casa com 3 Quartos à Venda com 114m²,360010.0,114,3,1,2,"Avenida New York, 1 - Araçagy, São José de Ribamar - MA",MA,São José de Ribamar,Casa
Apartamento com 2 Quartos à Venda com 55m²,330000.0,55,2,2,1,"Estrada do Engenho D'Agua, 1451 - Anil, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 3 Quartos à Venda com 89m²,266000.0,89,3,2,2,"Rua Germano Bonow Filho, 423 - Hípica, Porto Alegre - RS",RS,Porto Alegre,Casa
Casa com 2 Quartos à Venda com 68m²,175000.0,68,2,1,1,"Rua José Izidorio Filho, 234 - Malaquias Cardoso, Santa Cruz do Capibaribe - PE",PE,Santa Cruz do Capibaribe,Casa
Apartamento com 2 Quartos à Venda com 65m²,279000.0,65,2,1,1,"Avenida Presidente Humberto de Alencar Castelo Branco, 2495 - Vila Antonieta, Guarulhos - SP",SP,Guarulhos,Apartamento
Casa com 3 Quartos à Venda com 135m²,500000.0,135,3,1,2,"Rua Verona, 1 - Jardim Italia, Anápolis - GO",GO,Anápolis,Casa
Apartamento com 2 Quartos à Venda com 64m²,150000.0,64,2,1,1,"Estrada Rio-São Paulo, 1000 - Campo Grande, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 95m²,1497800.0,95,3,3,1,"Rua Mena Barreto, 150 - Botafogo, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 95m²,1525000.0,95,3,3,2,"Rua Mena Barreto, 150 - Botafogo, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 40m²,199000.0,40,2,1,1,"Estrada Marechal Miguel Salazar Mendes de Morais, 747 - Jacarepaguá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Casa com 2 Quartos à Venda com 97m²,450000.0,97,2,2,2,"Balneario Sao Joao Batista , Peruíbe - SP",SP,Peruíbe,Casa
Casa com 3 Quartos à Venda com 132m²,550000.0,132,3,2,4,"Travessa dos Portugueses - Jardim Portugal, São José dos Campos - SP",SP,São José dos Campos,Casa
Apartamento com 2 Quartos à Venda com 70m²,485000.0,70,2,2,1,"Rua Araújo Pena - Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 76m²,380000.0,76,2,1,0,"Rua Barão de Sertorio, 67 - Rio Comprido, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 87m²,590000.0,87,3,3,2,"Avenida Neiva Moreira, 200 - Calhau, São Luís - MA",MA,São Luís,Apartamento
Casa com 3 Quartos à Venda com 100m²,310000.0,100,3,1,2,"Rua Tradição - Alpes Suicos, Gravatá - PE",PE,Gravatá,Casa
Apartamento com 3 Quartos à Venda com 95m²,870000.0,95,3,3,1,"Avenida Vice-Presidente José Alencar, 1515 - Barra da Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 73m²,319900.0,73,3,2,2,"Rua Leão Diniz de Souza, 1700 - Candeias, Jaboatão dos Guararapes - PE",PE,Jaboatão dos Guararapes,Apartamento
Apartamento com 2 Quartos à Venda com 48m²,160000.0,48,2,1,1,"Praça Elías Jabour, 180 - Senador Camará, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 70m²,550000.0,70,2,2,1,"Avenida Jaime Poggi, 99 - Jacarepaguá, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 59m²,350000.0,59,2,2,1,"Rua Canadá, 1415 - Cristo Rei, Teresina - PI",PI,Teresina,Apartamento
Apartamento com 3 Quartos à Venda com 101m²,290000.0,101,3,1,1,"Avenida Paraná, 320 - Setor Campinas, Goiânia - GO",GO,Goiânia,Apartamento
Apartamento com 3 Quartos à Venda com 90m²,790000.0,90,3,2,0,"Avenida Nossa Senhora de Copacabana - Copacabana, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 100m²,300000.0,100,3,1,0,"Avenida Getúlio Vargas, 230 - Menino Deus, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Casa com 3 Quartos à Venda com 122m²,350000.0,122,3,1,2,"Rua Luiz Branchieri - Santa Rita, Piracicaba - SP",SP,Piracicaba,Casa
Apartamento com 2 Quartos à Venda com 60m²,419900.0,60,2,2,1,"Rua Doutor Luiz Daher, 27 - Urbanova, São José dos Campos - SP",SP,São José dos Campos,Apartamento
Apartamento com 3 Quartos à Venda com 100m²,750000.0,100,3,3,2,"Rua Raul da Cunha Ribeiro, 180 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 3 Quartos à Venda com 88m²,1199000.0,88,3,2,1,"Avenida Nossa Senhora de Copacabana, 966 - Copacabana, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com 2 Quartos à Venda com 70m²,449000.0,70,2,2,0,"Rua Major Ávila, 204 - Tijuca, Rio de Janeiro - RJ",RJ,Rio de Janeiro,Apartamento
Apartamento com Quarto à Venda com 42m²,250000.0,42,1,1,0,"Rua 16, 121 - Setor Central, Goiânia - GO",GO,Goiânia,Apartamento
Apartamento com Quarto à Venda com 50m²,139000.0,50,1,1,0,"Avenida Bernardi - Cristo Redentor, Porto Alegre - RS",RS,Porto Alegre,Apartamento
Casa com 5 Quartos à Venda com 132m²,350022.0,132,5,3,1,"Rua Miguel Teixeira, 664 - Centro, Itabaiana - SE",SE,Itabaiana,Casa
Apartamento com 2 Quartos à Venda com 50m²,239900.0,50,2,1,1,"Rua Desembargador Rodrigues Sette, 365 - Horto Florestal, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 2 Quartos à Venda com 56m²,60180.0,56,2,1,0,"Travessa Papa João Paulo VI, 351 - Mamede Paes Mendonca, Itabaiana - SE",SE,Itabaiana,Casa
Casa com 2 Quartos à Venda com 56m²,60275.0,56,2,1,0,"Travessa Papa João Paulo VI, 351 - Mamede Paes Mendonca, Itabaiana - SE",SE,Itabaiana,Casa
Apartamento com 2 Quartos à Venda com 35m²,216000.0,35,2,1,0,"Vila Guilhermina, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 142m²,1800000.0,142,3,1,2,"Rua Sítio do Pombal, 300 - Patamares, Salvador - BA",BA,Salvador,Apartamento
Apartamento com 4 Quartos à Venda com 280m²,1900000.0,280,4,3,1,"Avenida Marechal Deodoro da Fonseca - Pitangueiras, Guarujá - SP",SP,Guarujá,Apartamento
Apartamento com 2 Quartos à Venda com 64m²,770000.0,64,2,2,2,"Rua Maratona, 199 - Vila Alexandria, São Paulo - SP",SP,São Paulo,Apartamento
Apartamento com 3 Quartos à Venda com 338m²,4580000.0,338,3,3,3,"Rua Joaquim José Esteves - Alto Da Boa Vista, São Paulo - SP",SP,São Paulo,Apartamento
Casa com 2 Quartos à Venda com 56m²,60271.0,56,2,1,0,"Travessa Papa João Paulo VI, 351 - Mamede Paes Mendonca, Itabaiana - SE",SE,Itabaiana,Casa
Casa com 4 Quartos à Venda com 252m²,2000000.0,252,4,5,6,"Rua Paulo Peixoto - Tremembé, São Paulo - SP",SP,São Paulo,Casa
